Page ID,Page name,Disclaimer,Amount spent (ZAR)
6011868110,Democratic Alliance,Democratic Alliance,110
100445789444317,DA EC Legislature,Democratic Alliance,101
136956534616,Times LIVE,TimesLIVE,≤100
102765088210163,Action SA,ActionSA,≤100
581475018952196,Good,GOOD Political Party,≤100
153698181363705,Democratic Alliance Eastern Cape,Democratic Alliance,≤100
54779960819,United Nations,United Nations with Facebook Ad Credits,≤100
133307190069756,Amnesty International South Africa,Amnesty International South Africa,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
107169379305548,TLU SA,TLU SA,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
103278761413963,Empowering SA,Empowering SA,≤100
102265308016316,Al Jama-ah,Al Jama-ah,≤100
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100
158714780827513,UNFPA,UNFPA,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
311936835992045,Dear South Africa,DearSA,≤100
144985128871748,City of Cape Town,Sanelisiwe Owethu Ntabeni,≤100
740116816003959,Western Cape Government,Western Cape Government,≤100
57206003848,Greenpeace Africa,Greenpeace Africa,≤100
107681864296588,Western Cape Gambling and Racing Board,Western Cape Gambling and Racing Board,≤100
108741524217559,Mayorspeaks,These ads ran without a disclaimer,≤100
103131862424141,IZWE LETHU PARTY,IZWE LETHU PARTY,≤100
428157337550611,ICMM,These ads ran without a disclaimer,≤100
158714780827513,UNFPA,These ads ran without a disclaimer,≤100
986309588105328,Africa Schoolhouse Foundation,These ads ran without a disclaimer,≤100
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100
126052760507,Mama Cash,These ads ran without a disclaimer,≤100
108765190876616,RE:TV,These ads ran without a disclaimer,≤100
1556481434584901,Paul Xavier,These ads ran without a disclaimer,≤100
266790296879,Bloomberg,These ads ran without a disclaimer,≤100
