Page ID,Page name,Disclaimer,Amount spent (KES)
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,1599
100835685957727,PRO PEACE KENYA,Brenda Kananu,688
149686932284314,Wisley Rotich,Wisley Kipyegon Rotich,360
1621692424754301,Minderoo Foundation,These ads ran without a disclaimer,210
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,202
107725671976672,Willis Evans Otieno,Willis Evans Otieno K'Ochieng,195
287842647957979,EU International Partnerships,These ads ran without a disclaimer,144
153371894688575,World Bank,These ads ran without a disclaimer,132
168108886585073,Sustainable Energy for All,These ads ran without a disclaimer,132
1793544260969494,Hon. Cecily Mbarire MGH,Hon. Cecily Mbarire MGH,≤100
101221702495109,nicksthepresident,These ads ran without a disclaimer,≤100
100321965888531,Mrembo na Kazi,Samuel Mwangi,≤100
780365355477607,Kenya Muslim Youth Alliance,Kenya Muslim Youth Alliance,≤100
1692208237695305,Button Badges,George Kingori Warui,≤100
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
101743728562983,Kahawa Thungu,These ads ran without a disclaimer,≤100
110973434544853,Nakuru City News,Samuel Mwangi,≤100
103983572995108,RoboForex,These ads ran without a disclaimer,≤100
101545415784484,Simple Tribune,These ads ran without a disclaimer,≤100
101289218907718,Web News,These ads ran without a disclaimer,≤100
371171589575669,China.org.cn,These ads ran without a disclaimer,≤100
150793518281117,Covestro,These ads ran without a disclaimer,≤100
179989282086901,Warriors of the Divine,These ads ran without a disclaimer,≤100
133802223457730,ECLT Foundation,These ads ran without a disclaimer,≤100
421002731270405,swisspeace,These ads ran without a disclaimer,≤100
102416722029565,"Innovate4Climate, I4C 2023 - Bilbao",These ads ran without a disclaimer,≤100
