Page ID,Page name,Disclaimer,Amount spent (VND)
654396084640049,IMM GROUP,IMM Group,43262
118163025303922,Bệnh Viện Răng Hàm Mặt Sài Gòn,These ads ran without a disclaimer,42764
108390095364515,Phạm Văn Thanh- Đặc Trị Xương Khớp,These ads ran without a disclaimer,28441
112333804853338,Cửa Sổ Vàng - Nguyễn Duy Cương,These ads ran without a disclaimer,18365
105536822279236,Huyền phi spa- mỹ phẩm chính hãng,These ads ran without a disclaimer,2041
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,1613
109355531341941,Milo Steam - Cha mẹ thông thái nuôi con thành tài,These ads ran without a disclaimer,1328
108715314693314,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,Tài Liệu Thi Viên Chức Giáo Dục TP.HCM - Bình Dương,≤100
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100
105310469026814,Nhật Bản Chờ Tôi Nhé,These ads ran without a disclaimer,≤100
117052698001766,First Wala,These ads ran without a disclaimer,≤100
