Page ID,Page name,Disclaimer,Amount spent (LBP)
1428873024044736,المدن - almodon,المدن - almodon‎,196717
1438703606372190,Elham Said Freiha,Elham Freiha,149254
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,134328
137195823051820,Maharat Foundation,Maharat Foundation,104478
106197498149118,لبنان الكبير,Grand Lebanon,102537
199579566767546,أنا والخبر,هيثم محمد طالب,100000
1744356319118477,هنا لبنان,هنا لبنان,53582
394633411339696,fiftyfiftylb,FiftyFiftylb,29851
323356544336,KAFA (enough) Violence & Exploitation,KAFA (enough) Violence & Exploitation,29851
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,29851
110470091436602,Ici Beyrouth,Ici beyrouth,25075
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,22836
2319249898311729,National Bloc - الكتلة الوطنيّة,National Bloc - الكتلة الوطنيّة,14925
102159074552873,لبنان التغيير,لبنان ينتقض,14925
107698404702208,Alkalima,Alkalima Onlime,14925
105319651353770,Jusur,Jusur,13134
116141051407408,Amin Salam,Rami Salam,12687
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,9254
278035695547539,Legal Agenda  المفكرة القانونية,legal Agenda,≤100
775764945964442,Nabil Badr-نبيل بدر,Nabil Badr-نبيل بدر,≤100
102498564631055,Asharq News الشرق للأخبار,These ads ran without a disclaimer,≤100
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100
278035695547539,Legal Agenda  المفكرة القانونية,Legal Agenda  المفكرة القانونية,≤100
104160934265925,State of Denmark,These ads ran without a disclaimer,≤100
10606591490,TIME,These ads ran without a disclaimer,≤100
111876598323760,صدى الأرز اللبنانية,صدى الأرز اللبنانية,≤100
106425851213086,L'Orient Today,L'Orient Today,≤100
2351186658355640,Lebanon And The World - لبنان والعالم,Lebanon And The World - لبنان والعالم,≤100
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,≤100
109112633772887,180post,180Post,≤100
101821442049816,Hadath online,Wassim El Adhami,≤100
