Page ID,Page name,Disclaimer,Amount spent (NZD)
183355881680015,New Zealand National Party,New Zealand National Party,≤100
10779081371,Green Party of Aotearoa New Zealand,Green Party of Aotearoa New Zealand,≤100
173912362663564,Electoral Commission NZ,Electoral Commission NZ,≤100
116362033529,Amnesty International Aotearoa New Zealand,Amnesty International Aotearoa New Zealand,≤100
23625700722,Oxfam,Oxfam Aotearoa,≤100
11870725774,Greenpeace Aotearoa,Greenpeace NZ,≤100
92043134118,ACT,ACT,≤100
37547788323,UNICEF Aotearoa,UNICEF Aotearoa,≤100
408747529491004,Department of Conservation,Department of Conservation,≤100
123674487757196,New Zealand Nurses Organisation - NZNO,New Zealand Nurses Organisation - NZNO,≤100
417859725433,SAFE,Save Animals From Exploitation Incorperated,≤100
134871109877812,Save the Children New Zealand,Save the Children New Zealand,≤100
196967540964595,Mindful Money,Mindful Money,≤100
74410368422,Mental Health Foundation of New Zealand,Mental Health Foundation,≤100
117658174700669,Save Our Stores,Save Our Stores,≤100
105534772373969,NZ News Essentials,NZ News Essentials,≤100
182564675177680,Wellington City Council,Wellington City Council,≤100
165702023478421,Family First New Zealand,Family First New Zealand,≤100
111821841973226,We Belong Aotearoa,We Belong Aotearoa,≤100
194540734001476,ActionStation,ActionStation,≤100
19648092895,Tearfund New Zealand,Tearfund New Zealand,≤100
133699506679233,Hastings District Council - Te Kaunihera ā-Rohe o Heretaunga,Hastings District Council,≤100
179853765497519,ADLS,ADLS,≤100
106194579030381,Doctors Without Borders / Médecins Sans Frontières NZ,Doctors Without Borders / Médecins Sans Frontières NZ,≤100
