Page ID,Page name,Disclaimer,Amount spent (GTQ)
196258110831945,Partido Valor,Partido Valor,371
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,160
436246383083297,TODOS,TODOS,141
414127029025760,CABAL,CABAL,137
161800283848513,CREO,CREO,≤100
110582257361172,Partido Azul,Partido Azul,≤100
110226594945647,Partido BIEN,Partido BIEN,≤100
100228912981471,PAN - Partido de Avanzada Nacional,PAN - Partido de Avanzada Nacional,≤100
109189810962889,Comunidad Elefante,Shorik Yann Mejia Blanco,≤100
268285610002238,FCN Nación,FCN Nación,≤100
102762215788405,VOS.gt,VOS.gt,≤100
116255971414800,Política Migración,Epifania Garcia,≤100
100169482992019,Sebastián Arzú,Sebastián Arzú,≤100
104363285138486,Nosotros Guatemala,Partido Político Nosotros,≤100
316637245932752,Expresión Libre,Expresión Libre,≤100
1552532851481889,Buckner Guatemala,Buckner Guatemala,≤100
107186558438030,GT Noticias Guate,GT Noticias Guate,≤100
101555919274873,Mi Familia,Mi Familia,≤100
100891681739204,Javier Carbajal,These ads ran without a disclaimer,≤100
333731437290922,La Critica Gt,La Critica Gt,≤100
103696968775786,Diestra La Revista,Epifania Garcia,≤100
101372268406640,Unión Republicana,Unión Republicana,≤100
142373979127061,Partido Unionista,Partido Unionista,≤100
187073013532,Partido VIVA,Partido Político VIsión con Valores VIVA.,≤100
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100
281554395331686,República,"Republica GT, S.A.",≤100
174740409237665,TSE Guatemala,These ads ran without a disclaimer,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
