Page ID,Page name,Disclaimer,Amount spent (VND)
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,9890
101825789362820,Trung Tâm Điều Trị U - Triệt Tiêu Các Tế Bào Ung Thư 3,These ads ran without a disclaimer,6014
109874745174543,Vàng Bạc Kim Ngọc Anh,These ads ran without a disclaimer,3632
107966888726987,Đất Nền Quận12 _Tp HCM,These ads ran without a disclaimer,2933
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,2215
106864984981716,Tài liệu ôn thi viên chức giáo viên TP. HCM,Tài liệu ôn thi viên chức giáo viên TP. HCM,1798
101291915685026,Thầy Thuốc Nhân Dân Phạm Văn Thanh,These ads ran without a disclaimer,1383
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,1163
101307016333491,Cha Phêrô Nguyễn Văn Tường,These ads ran without a disclaimer,852
100642569492416,Ng.Thị Thu Thảo,These ads ran without a disclaimer,535
408751076538567,Thầy thuốc Phạm Văn Thanh - Sức Khỏe Cho Người Tiểu Đường,These ads ran without a disclaimer,373
479359388848657,KetnoiSingapore,These ads ran without a disclaimer,274
108685817326606,Truther Piece Official,These ads ran without a disclaimer,141
111505864946076,"CH Football - Chuyên quần áo bóng đá, phụ kiện, dịch vụ in ấn, thêu logo",These ads ran without a disclaimer,114
107817672184695,Trần Bảo Khương,These ads ran without a disclaimer,≤100
102834919202706,CAPRIHome - Furniture & Decor,These ads ran without a disclaimer,≤100
