Page ID,Page name,Disclaimer,Amount spent (ISK)
737169626371453,Heimildin,Stundin,460
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,≤100
276274722490886,Alþýðusamband Íslands - ASÍ,Alþýðusamband Íslands - ASÍ,≤100
123618754345051,Umhverfisstofnun,Umhverfisstofnun,≤100
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,≤100
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,≤100
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,≤100
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,≤100
157073914303469,Stjórnarskrárfélagið -The Icelandic Constitution Society,Stjórnarskrárfélagið,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
622220361283956,Samorka,Samorka,≤100
1259808350720927,Þorgerður Katrín Gunnarsdóttir,Viðreisn,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
12185972707,350.org,These ads ran without a disclaimer,≤100
