Page ID,Page name,Disclaimer,Amount spent (ZAR)
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,1210
105557964210312,VF Plus - Ekurhuleni Metropolitaanse Munisipaliteit,Vryheidsfront Plus / Freedom Front Plus,909
6011868110,Democratic Alliance,Democratic Alliance,597
254232134754544,VF Plus - Gauteng,Vryheidsfront Plus / Freedom Front Plus,491
102251394547417,VF Plus - Lesedi Plaaslike Munisipaliteit,Vryheidsfront Plus / Freedom Front Plus,460
317121371634190,Comedy Central Africa,These ads ran without a disclaimer,441
1742410059361710,AwakeMzansi,Awake Mzansi,396
325113820874966,OUTA - Organisation Undoing Tax Abuse,Organisation Undoing Tax Abuse (OUTA),225
57206003848,Greenpeace Africa,Greenpeace Africa,194
116657351312927,Pledge To Vote SA,Pledge to Vote,160
119736861394881,Financial Mail,BusinessLIVE,116
281514245300699,Democratic Alliance Merafong,Carl Sebastian Steenekamp,108
817419378298114,Herman Mashaba,ActionSA,106
112846865029121,RDA SPOT,These ads ran without a disclaimer,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
530927007388252,Vrye Weekblad,Vrye Weekblad (Nuwe Vrye Weekblad Mediagroep),≤100
112933978402440,Zackie2024,ZA2024,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
2145594122138312,Action Society,Action Society,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
102265308016316,Al Jama-ah,Al Jama-ah,≤100
103131862424141,IZWE LETHU PARTY,IZWE LETHU PARTY,≤100
136956534616,Times LIVE,TimesLIVE,≤100
110884214144638,supernovaco,These ads ran without a disclaimer,≤100
108696624969728,Katherine Christie Ward 58 Cape Town,These ads ran without a disclaimer,≤100
259810117830434,Minister Divine N,These ads ran without a disclaimer,≤100
131189377574,MDPI,These ads ran without a disclaimer,≤100
358856381422626,livinepistle,These ads ran without a disclaimer,≤100
384422538296426,United Palestinian Appeal - UPA,These ads ran without a disclaimer,≤100
1820629951567249,AKB,These ads ran without a disclaimer,≤100
100526761678570,ONG Berko Femmes&Enfants,These ads ran without a disclaimer,≤100
