Page ID,Page name,Disclaimer,Amount spent (KES)
110408975208360,Talking about matters,Well Made Strategy LLP,367
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,≤100
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
101395678744958,Hon Philomena Chenangat Loitarengan,Philomena Chenangat Loitarengan,≤100
107410862226340,Make Africa Great Again,These ads ran without a disclaimer,≤100
103252161835526,KANKO - CBO,These ads ran without a disclaimer,≤100
173516606349429,Hon Wavinya Ndeti,Wavinya Ndeti,≤100
115460141448310,Mathira Tv,Robert Waswa Simiyu,≤100
101821255334402,HON. Machua Waithaka Kiambu MP,Tevin Muiruri,≤100
106327794765026,bambi.rayne,These ads ran without a disclaimer,≤100
287842647957979,EU International Partnerships,These ads ran without a disclaimer,≤100
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100
606117676714191,Yoyoasema,These ads ran without a disclaimer,≤100
1439846809634792,Christians & Muslims Conversations,These ads ran without a disclaimer,≤100
