Page ID,Page name,Disclaimer,Amount spent (LBP)
1428873024044736,المدن - almodon,المدن - almodon‎,43970
141039382740595,National Commission For Lebanese Women NCLW,National Commission For Lebanese Women NCLW,16667
68793499001,UNICEF,UNICEF with Facebook Ad Credits,13636
101241044906111,هنا لبنان,هنا لبنان,13636
102023711572671,أساس ميديا -  Asas Media,asasmedia,13636
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,12015
106197498149118,لبنان الكبير,Grand Lebanon,10788
323356544336,KAFA (enough) Violence & Exploitation,KAFA (enough) Violence & Exploitation,9091
107266890756055,Nicolas Chikhani Finance,Nicolas Chikhani Finance,4545
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,3894
960087244008629,MASAR,Masar,3030
107698404702208,Alkalima,Alkalima Onlime,1515
2351186658355640,Lebanon And The World - لبنان والعالم,Lebanon And The World - لبنان والعالم,1515
129660230432028,Dr. Toufic Hindi,Toufic Hindi,1515
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,1515
128417954019381,Al-Moltaka,Melhem Boustany,1515
103064288692603,Le Courrier Du Cedre,Marwan Rashid,1515
110470091436602,Ici Beyrouth,Ici beyrouth,864
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,515
123279176118,DHgate,These ads ran without a disclaimer,≤100
137195823051820,Maharat Foundation,Maharat Foundation,≤100
303624683019094,HACEY's Health Initiative,These ads ran without a disclaimer,≤100
1438703606372190,Elham Said Freiha,Elham Freiha,≤100
108728968627122,Beirut 24 Podcast,Beirut 24 Podcast,≤100
303651683481268,Independent Arabia,These ads ran without a disclaimer,≤100
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,≤100
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,≤100
101474672367263,YouthxYouth,These ads ran without a disclaimer,≤100
1352874084790500,Fresenius Kabi,These ads ran without a disclaimer,≤100
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,≤100
