Page ID,Page name,Disclaimer,Amount spent (VND)
109243288606367,Lương Y Phạm Văn Thanh Đặc Trị Đái Tháo Đường Mỡ Máu 0378.419.301,These ads ran without a disclaimer,35834
101478189323986,Thầy Phạm Văn Thanh Lào Cai,These ads ran without a disclaimer,29571
101306269592181,Đầu Tư Phát Triển Tư Duy,These ads ran without a disclaimer,23490
105889048892532,Phạm Văn Thanh- Đặc Trị Tiểu Đường,These ads ran without a disclaimer,17196
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,11344
858205190939265,Công Ty Cổ Phần Dược Phẩm TV.PHARM,These ads ran without a disclaimer,4684
101557466019224,Lương Y Phạm Văn Thanh - Trang Chủ,These ads ran without a disclaimer,4107
109450285323109,Triệu Trưởng - Hà Nội Ford,These ads ran without a disclaimer,3480
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,907
100613984870990,Bệnh Viện Phụ Sản Thiện An,These ads ran without a disclaimer,665
101831049362526,Trần Gỗ Tự Nhiên,These ads ran without a disclaimer,275
117467188007462,Vương Tới Tầm Cao VTB,These ads ran without a disclaimer,≤100
121721420925539,Tổng Kho Trưởng Ky Quang Huy,These ads ran without a disclaimer,≤100
103259172532247,Bluestona Smart,These ads ran without a disclaimer,≤100
131083784179373,XKLĐ Nhật Bản - Bộ Lao động Thương binh Xã hội,These ads ran without a disclaimer,≤100
101216226075087,Enter News,These ads ran without a disclaimer,≤100
158714780827513,UNFPA,These ads ran without a disclaimer,≤100
