Page ID,Page name,Disclaimer,Amount spent (VEF)
564188034075673,Roberto Enriquez,an advertiser in Venezuela,1250000
155439457852149,Henrique Capriles Radonski,an advertiser in Venezuela,1132502
117352551390847,DQS: SEAT of POWER,These ads ran without a disclaimer,4837
118452317893114,indopacificfairs,These ads ran without a disclaimer,1846
1382843902038454,Jony Rahal Oficial,an advertiser in Venezuela,≤100
873709012995002,Indo Pacific Fairs,These ads ran without a disclaimer,≤100
104592172188409,Best Novel,These ads ran without a disclaimer,≤100
164344500263690,Beijing Review,These ads ran without a disclaimer,≤100
1803798173247388,NDC Solutions,These ads ran without a disclaimer,≤100
109692781724235,Alto Teatro Venezuela,These ads ran without a disclaimer,≤100
2625830587446096,Platano Gucci,These ads ran without a disclaimer,≤100
352241124810616,Visión y Óptica,These ads ran without a disclaimer,≤100
