Page ID,Page name,Disclaimer,Amount spent (BOB)
964080723662055,Carlos Subirana Responde,Editorial CSS,235
128123870725,Samuel Doria Medina,Samuel Doria Medina,113
109201057318552,JCSV,Fernando Omar Rosales Perez,≤100
101172058907487,Victor Alejandro Contreras - Concejal,Victor Alejandro Contreras Chui,≤100
110555990500784,Ingvar Diputado Soy La Paz,Ingvar Ellefsen,≤100
101101305489401,Viceministerio de Tierras - MDRyT,Eliana Marcelo Montero Guevara,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
1616241865111812,Soberanía Alimentaria IPDSA,Coordenada Digital,≤100
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100
1929798810569475,Somos de Warnes,Raul Paniagua Gil,≤100
136275719722184,Diario El Litoral Santa Fe,These ads ran without a disclaimer,≤100
525464397477321,Cambia TU VIDA YA,These ads ran without a disclaimer,≤100
463423310436,FIIAPP,These ads ran without a disclaimer,≤100
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100
103538938557893,Voyance,These ads ran without a disclaimer,≤100
