Page ID,Page name,Disclaimer,Amount spent (NGN)
100519749481655,Labour Party Ogun State,Ajibola Adeboye,2148
101704896170189,Lagos Labour Support Group,Oluseyi Adesanya,471
102096876127435,BAT 2023,Abraham Adesanya Adetutu A.,461
2138867006432207,Gobir 2023,Young Progressives Party (YPP),255
2062465467334024,Biyi Otegbeye,Biyi Otegbeye,253
169876108479467,Biyi Otegbeye Campaign Organization,Samuel Ademola Solaja,213
103018869332378,BantuPage,Ikechukwu Orji,210
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,124
1680958165547490,Fabric Eight,FabricEight,≤100
114899590230768,Hon. Rahman Owokoniran,Nature Of God Foundation,≤100
14312764639,Atiku Abubakar,The Atiku Campaign,≤100
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,≤100
100227202825420,Booth 2 Booth With Tinubu,Booth 2 Booth With Tinubu,≤100
511160669047435,Senator Bassey Albert  - OBA,Benedict Raphael Ibanga,≤100
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,≤100
112277208388890,,These ads ran without a disclaimer,≤100
171885956874687,Because Of Our Tomorrow,BOOT Party,≤100
109225188534168,Northwest-Northeast Concern Youth Movement for Tinubu/Kashim 2023.,Mubarak Hamza Adam,≤100
100202924924063,Page 36,Page 36,≤100
654180731859809,T-Police,T-Police,≤100
1813961455356524,Sen. Lawrence Ewhrudjakpo,Sen. Lawrence Ewhrudjakpo,≤100
111271261379124,Effective Campaign Management Media,Effective Campaign Management Media,≤100
112372781761085,Abibat Mogaji Beneficiaries Vanguard 4 BAT,Odunbaku Sodiq Adekunle,≤100
101649462831068,Delta advocate 4 sheriff uk,Benjamin Mathew,≤100
103696798885313,Hon Onidare Sunday Bukunmi,Afeez Lawal,≤100
112349224687773,Kufre Ekpoh,Kufre Imo Ekpoh,≤100
110635338055920,Cedanac Resources,Cedanac Resources,≤100
1089641091059109,Hon. Kelechi Nwogu,Fabia Benibo,≤100
590202251174437,Interfaith Dialogue Forum for Peace,Interfaith Dialogue Forum for Peace,≤100
101953642559043,NewsWorld,newsworld,≤100
101622722635138,Advocacy For Good Governance,Nnadi Sunny,≤100
353265182185073,Brace-up The Young,Brace-up The Young,≤100
109405722042764,"Federation of Muslim Women's Association in Nigeria- ""Fomwan""",Akinola Toba Julius,≤100
260808654610161,PDP Reality Organization For Atiku,These ads ran without a disclaimer,≤100
101020222725519,Dist. Senator Osita Izunaso,Comr Azubuike Ishi Nworji,≤100
931245060365549,Rep. Abdullahi Idris Garba - AIG,Nafiu Tanko Bignaf,≤100
105523519111789,Impact Imo Project,These ads ran without a disclaimer,≤100
100383154696053,Lukaconfu vocal,Lukaconfu vocal,≤100
1947289018685486,The Educational Tide,These ads ran without a disclaimer,≤100
111901560465601,Jaha Dukureh,These ads ran without a disclaimer,≤100
661879807208966,ATIN - Atiku Transformation Initiative For Nigeria,ATIN - Atiku Transformation Initiative For Nigeria,≤100
102835755970763,NN19,NN19,≤100
258810957658900,Adamu A. Babale Makera,Adamu A. Babale Makera,≤100
120346118099706,BrandPower,BrandPower,≤100
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,≤100
1587103198245131,Zikoko,These ads ran without a disclaimer,≤100
126460284139483,Nigerianeye,NigerianEye,≤100
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,≤100
280983209099426,Isa Ashiru Kudan,Bamali Surajoddeen Saad,≤100
