Page ID,Page name,Disclaimer,Amount spent (LBP)
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,194030
1428873024044736,المدن - almodon,المدن - almodon‎,132089
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,104478
110470091436602,Ici Beyrouth,Ici beyrouth,84328
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,59701
1744356319118477,هنا لبنان,هنا لبنان,59701
323356544336,KAFA (enough) Violence & Exploitation,KAFA (enough) Violence & Exploitation,44776
1904241623145929,Democracy Reporting International Lebanon,Sharks Creators,31343
107800617419717,MYKA Foundation,Elie M. ElHelou,30896
129660230432028,Dr. Toufic Hindi,Toufic Hindi,29851
230720990840290,Safaa Darwich - صفاء درويش,Safaa Darwich,29851
149013021820628,Adyan Foundation - مؤسّسة أديان,Adyan Foundation - مؤسّسة أديان,29851
108728968627122,Beirut24.org,Beirut24.org,27463
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,23284
106197498149118,لبنان الكبير,Grand Lebanon,16866
196194167587196,Mada - مدى,Mada - مدى,14925
109245348440751,نزيه نافذ زود,هيثم محمد طالب,14925
107698404702208,Alkalima,Alkalima Onlime,10299
1298580286989029,Salimbeni1891,These ads ran without a disclaimer,≤100
668701066598159,مجلس حكماء المسلمين,These ads ran without a disclaimer,≤100
111693495149855,Future Mobility Asia,These ads ran without a disclaimer,≤100
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100
105319651353770,Jusur,Jusur,≤100
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,≤100
287940405085613,symriseag,These ads ran without a disclaimer,≤100
128417954019381,Al-Moltaka,Melhem Boustany,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
109112633772887,180post,180Post,≤100
