Page ID,Page name,Disclaimer,Amount spent (NGN)
681779338505564,Yiaga Africa,Yiaga Africa with Facebook Ad Credits,26281
105756478574505,Stears,Stears,3733
277754446181585,Tonye Cole,Tonye Cole,3227
312632449480846,Governor Ifeanyi A. Okowa,Governor Ifeanyi A. Okowa,1844
163415157011050,Elevation NG,The Elevation Church,1167
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,818
903423006458068,Orodata Science,Orodata Science,595
600402833721886,Erumura David 4 DTHA Uvwie Constituency,David Erumura Enawore,536
126460284139483,Nigerianeye,NigerianEye,461
101886116160600,SootCityng,X3M ideas,278
100362299262985,Yerwa Express News,Yerwa Express News,227
144607848957101,Hon. Segun Olulade,Hon. Segun Olulade,140
654180731859809,T-Police,T-Police,134
104180761873736,Massive Entertainment.ng,Massive Entertainment,123
103018869332378,BantuPage,Ikechukwu Orji,114
316575672459262,Hon.Dr Ekene Augustine Aghasiefo,Hon.Dr Ekene Augustine Aghasiefo,111
116248814706806,Vote4climateng,Adebiyi Agnes,108
110112442003706,Godwin J,fasttracktechnology,102
100202924924063,Page 36,Page 36,≤100
101869379342374,Queen Lillian Adewole Adebayo,Umari Ayim,≤100
971769479677563,Gbenga Olawepo-Hashim,Olushola Oni,≤100
245754006289234,PIA Obaseki Ministries,These ads ran without a disclaimer,≤100
101075832871727,Progressives For Renewed Hope,Progressives For Renewed Hope,≤100
112690837245787,Newsrand,Newsrand,≤100
590202251174437,Interfaith Dialogue Forum for Peace,Interfaith Dialogue Forum for Peace,≤100
1662239013832778,The Bridge Leadership Foundation,The Bridge Leadership Foundation,≤100
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,≤100
109926781967334,kinzbell_homes,These ads ran without a disclaimer,≤100
103959275862698,TYCON 2023,Tycon,≤100
1483156181977342,Precious Eze's Blog,Precious Eze's Blog,≤100
103003805786765,Erochukwu,These ads ran without a disclaimer,≤100
112316553530328,Ogodo Uche Favour,These ads ran without a disclaimer,≤100
105177395839256,Eminirekan Prayer Ministry,These ads ran without a disclaimer,≤100
101284599344123,accessoriesbytayluxury,These ads ran without a disclaimer,≤100
103410632358413,Geedon,These ads ran without a disclaimer,≤100
109978097494539,AkusiGamehunt,These ads ran without a disclaimer,≤100
465413003994573,Dataphyte,Dataphyte,≤100
103056309161921,Meksmedia,Meksmedia,≤100
115798340116713,Ogouniquetv,Ogouniquetv,≤100
102559072641376,My Evergreen Duty,These ads ran without a disclaimer,≤100
382672421842823,Abuja International Housing Show,Abuja International Housing Show,≤100
101686508142207,Flowerbud News,These ads ran without a disclaimer,≤100
340892710170045,Active lebel skincare,These ads ran without a disclaimer,≤100
104679584528987,Flourish,Tolutope Olubanke Anne Temitopeoluwa,≤100
112372781761085,Abibat Mogaji Beneficiaries Vanguard 4 BAT,Odunbaku Sodiq Adekunle,≤100
107492015285853,Queen Esther fan’s,These ads ran without a disclaimer,≤100
474949016032212,Akin Fadeyi Foundation,Akin Fadeyi Foundation,≤100
120409417978275,Hegai & Esther Makeup Solutions,These ads ran without a disclaimer,≤100
113260268024431,Nwosu lucky chimezie,These ads ran without a disclaimer,≤100
105097969021823,Marcellina Ehidiamen,These ads ran without a disclaimer,≤100
113749618312477,nationalprayeraltar,These ads ran without a disclaimer,≤100
110737691471092,Sunday Marshall Katung 2023,These ads ran without a disclaimer,≤100
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100
110808857137968,Marilyn Okowa-Daramola,Marilyn Okowa-Daramola,≤100
105466038268561,Kylie Marshall Music,These ads ran without a disclaimer,≤100
1988655298080138,The Tales Of MARIS,These ads ran without a disclaimer,≤100
107696378036959,Office of the SSA to the Bayelsa State Governor on Tourism Development,Tamaramiebi Abiri,≤100
1040005229354252,Ukraine.ua,These ads ran without a disclaimer,≤100
102904019383484,Reliable.Mama TV,These ads ran without a disclaimer,≤100
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,≤100
106156802090386,VoiceofZanga,These ads ran without a disclaimer,≤100
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,≤100
1875044309476342,世纪大学与学院 SEGi University & Colleges,These ads ran without a disclaimer,≤100
102395884844650,CAPPA,Corporate Accountability and Public Participation Africa,≤100
