Page ID,Page name,Disclaimer,Amount spent (LBP)
112056958469490,SPI Lebanon,SPI Lebanon,477911
310630374428,Neemat Frem,Neemat Frem,328358
1428873024044736,المدن - almodon,المدن - almodon‎,313433
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,179104
137195823051820,Maharat Foundation,Maharat Foundation,89552
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,66269
108224454805045,لنا - حزب ديمقراطي اجتماعي,لنا - حزب ديمقراطي اجتماعي,44776
101845832471383,Jbeil District - قضاء جبيل,Jbeil District,44776
105758000974645,TAQADDOM - تقدم,Taqaddom,44776
230720990840290,Safaa Darwich - صفاء درويش,Safaa Darwich,44776
109278588419023,Fadi Nahas,Fadi Nahas,29851
1438703606372190,Elham Said Freiha,Elham Freiha,29851
110470091436602,Ici Beyrouth,Ici beyrouth,14925
108135502192681,Hussein Fawaz Abou Karim - رشّة حرّ,These ads ran without a disclaimer,14925
1904241623145929,Democracy Reporting International Lebanon,Sharks Creators,14925
2509759842418472,LebTalks,Lebtalks,14925
1744356319118477,هنا لبنان,هنا لبنان,14925
107266890756055,Nicolas Chikhani Finance,Nicolas Chikhani Finance,14925
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,14925
1012540132187376,Alafdal News الأفضل نيوز,These ads ran without a disclaimer,14925
326831781991964,DiasporArm,DiasporArm,14925
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,14925
775764945964442,Nabil Badr-نبيل بدر,Nabil Badr-نبيل بدر,≤100
128417954019381,Al-Moltaka,Melhem Boustany,≤100
1428873024044736,المدن - almodon,These ads ran without a disclaimer,≤100
109112633772887,180post,180Post,≤100
100585876396939,selenaryan,These ads ran without a disclaimer,≤100
446168552419572,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,SEEDS for Legal Initiatives - نواة للمبادرات القانونية,≤100
109469234722841,sawtalfarah,These ads ran without a disclaimer,≤100
107698404702208,Alkalima,Alkalima Onlime,≤100
104154192025759,Roland Mokheiber - رولان مخيبر,رولان مخيبر,≤100
106803650850021,Klyoum.com - موقع كل يوم,These ads ran without a disclaimer,≤100
