Page ID,Page name,Disclaimer,Amount spent (JPY)
265075920177069,陸上自衛隊 Japan Ground Self-Defense Force,陸上自衛隊 Japan Ground Self-Defense Force,1055
103307385856246,美容Lab,These ads ran without a disclaimer,760
110284292010391,オリックス・クレジット株式会社,These ads ran without a disclaimer,754
108651618963748,Fyyoiu.xyz-3,These ads ran without a disclaimer,569
108136530968730,おねがい社長！,These ads ran without a disclaimer,549
1066698066689496,ミイダス,These ads ran without a disclaimer,455
1904070096535109,スマート選挙,株式会社センキョ,449
128390793841971,Robot Home,These ads ran without a disclaimer,332
1812425055659979,介護ワーカー,These ads ran without a disclaimer,273
106067878679145,coharu_style,These ads ran without a disclaimer,270
148562291987208,ザ・ホワイトデンタルクリニック,These ads ran without a disclaimer,223
413847335481057,起業の学校 Willfu 社会人講座,These ads ran without a disclaimer,198
217940438230517,BOOKWALKER,These ads ran without a disclaimer,110
208661552479830,日本財団,日本財団,101
298060150283457,大分県日出町,大分県日出町,≤100
256504371891671,the-issues.jp,the-issues.jp,≤100
501174560264857,VENTURE FOR JAPAN,These ads ran without a disclaimer,≤100
475681929154100,国連UNHCR協会,国連UNHCR協会,≤100
494788643877212,NEC （日本電気株式会社）,These ads ran without a disclaimer,≤100
173291492700083,Ｚ会,These ads ran without a disclaimer,≤100
301475626888702,サンスター オンラインショップ,These ads ran without a disclaimer,≤100
223655554432498,住宅情報館,These ads ran without a disclaimer,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
100883894693235,Cleverin_Cleveand,These ads ran without a disclaimer,≤100
101289366621166,大和ハウスグループ,These ads ran without a disclaimer,≤100
2328492084042595,プロ家庭教師の総合進学セミナー,These ads ran without a disclaimer,≤100
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,≤100
196303913732193,タマホーム株式会社,These ads ran without a disclaimer,≤100
109495178540313,沖倉国悦【六層連動操法】,These ads ran without a disclaimer,≤100
102891618059843,ケイミュー株式会社,These ads ran without a disclaimer,≤100
111303288432112,最新コスメ情報,These ads ran without a disclaimer,≤100
820163744680755,無料の予約フォーム「RESERVA」,These ads ran without a disclaimer,≤100
100400541822203,奈良市議会議員 太田晃司（おおた こうじ）,奈良市議会議員 太田晃司（おおた こうじ）,≤100
676655469036670,松下政経塾,松下政経塾,≤100
100471286485293,Smbc日興の株式会社,These ads ran without a disclaimer,≤100
252643172054380,បណ្ឌិត លី រិទ្ធ -Dr. LY Rith,These ads ran without a disclaimer,≤100
107198115805194,葬儀愛サービス株式会社,These ads ran without a disclaimer,≤100
218509495666302,日経新聞,These ads ran without a disclaimer,≤100
