Page ID,Page name,Disclaimer,Amount spent (ZAR)
336794296437261,DA GPL,DA Gauteng Provincial Legislature,1565
136956534616,Times LIVE,TimesLIVE,465
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,314
1742410059361710,AwakeMzansi,Awake Mzansi,213
325113820874966,OUTA - Organisation Undoing Tax Abuse,Organisation Undoing Tax Abuse (OUTA),195
116657351312927,Pledge To Vote SA,Pledge to Vote,141
6011868110,Democratic Alliance,Democratic Alliance,122
2145594122138312,Action Society,Action Society,106
119736861394881,Financial Mail,BusinessLIVE,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
259053084574400,Wahl SA,These ads ran without a disclaimer,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
128050063917913,ISF (International School Sport Federation),These ads ran without a disclaimer,≤100
102265308016316,Al Jama-ah,Al Jama-ah,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
1442286572460668,Inside Education,Inside Education,≤100
109797290826876,Ian Cameron,Action Society,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
1271402709601865,HEALA,HEALA,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
629021617133721,Judges Matter,Judges Matter,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
100639061629728,Alfi & The Journey,These ads ran without a disclaimer,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
447351976007008,Rural Sports Magazine,These ads ran without a disclaimer,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
246425659800809,Central News,Central News,≤100
103131862424141,IZWE LETHU PARTY,IZWE LETHU PARTY,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
112077024899370,Comics Stadium,These ads ran without a disclaimer,≤100
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100
119521264725553,Q21,These ads ran without a disclaimer,≤100
100142349388855,wispamusic,These ads ran without a disclaimer,≤100
121638447515460,Marcelo Almeida,These ads ran without a disclaimer,≤100
108367678367599,Mok Reading,These ads ran without a disclaimer,≤100
102078558037597,Black Kings,These ads ran without a disclaimer,≤100
113864178277471,Eco Mindset,These ads ran without a disclaimer,≤100
101919325776268,K+S,These ads ran without a disclaimer,≤100
