Page ID,Page name,Disclaimer,Amount spent (VEF)
341721517096411,Radio Asamblea Nacional,an advertiser in Venezuela,809994
37896015468,"Embajada de los EE.UU., Venezuela",an advertiser in Venezuela,250000
282553308522016,Zibilia,These ads ran without a disclaimer,1275
564188034075673,Roberto Enriquez,an advertiser in Venezuela,≤100
197592783588258,Certal,These ads ran without a disclaimer,≤100
188872144758,CCTV,These ads ran without a disclaimer,≤100
104538942425425,rebelevolution.re,These ads ran without a disclaimer,≤100
108236238428619,Concejo Municipal de Maracaibo,an advertiser in Venezuela,≤100
114588254559934,Concejo Municipal de San Francisco,an advertiser in Venezuela,≤100
102901055579612,Alcaldia Alberto Adriani,an advertiser in Venezuela,≤100
100131432594117,samiralattrach,These ads ran without a disclaimer,≤100
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,≤100
