Page ID,Page name,Disclaimer,Amount spent (BOB)
130336323685885,Gobernación de Santa Cruz,Gobernación de Santa Cruz,193
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
279677395908479,Virginio Lema Trigo,Walter Agustin Zambrana Arze,≤100
102939025487663,PACU Bolivia - MDRyT,Styx Corp,≤100
269633369881331,Senador Rodrigo Paz,Gabriela Pacello Guillen,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
102652851097134,Oscar Balderas Diputado,Oscar Alberto Balderas Montaño,≤100
320503974822994,EAE - Escuela de Abogados del Estado,EAE - Escuela de Abogados del Estado,≤100
620287951432994,Ministerio de Hidrocarburos y Energías,These ads ran without a disclaimer,≤100
100421178670997,Grande mi Oruro,Coordenada Digital,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
107585134511680,Jaime Mamani Espíndola,Wilmer Rivero Nino,≤100
105978465417563,Gobernación del Beni,Gobierno Autónomo Departamental del Beni,≤100
391416088139258,Movimiento Pro-Pacha,Guillermo Mallea,≤100
199897540054379,Félix Gracia,These ads ran without a disclaimer,≤100
118592938221174,ZTE Corporation,These ads ran without a disclaimer,≤100
94199711897,Hábitat para la Humanidad,These ads ran without a disclaimer,≤100
