Page ID,Page name,Disclaimer,Amount spent (GTQ)
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,160
105847462372794,Estuviéramos Mejor,Estuvieramos Mejor,≤100
187073013532,Partido VIVA,Partido Político Visión con Valores,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
101559144921198,Noticias San Pedro Sacatepéquez,Jennifer Lopez,≤100
101405406148203,Valor Suchitepequez,These ads ran without a disclaimer,≤100
108066250929809,Noticias San Antonio Sacatépequez,Jennifer Lopez,≤100
104089457996473,Noticias Malacatán,Jennifer Lopez,≤100
103232488084729,Noticias Río Blanco S.M.,Jennifer Lopez,≤100
102241754851760,Noticias El Quetzal S. M.,Jennifer Lopez,≤100
101405406148203,Valor Suchitepequez,Byron Estuardo Villatorio Liu,≤100
103769008029892,Noticias San Marcos,Jennifer Lopez,≤100
380101052123087,Libros Examen Privado y Público USAC Derecho,These ads ran without a disclaimer,≤100
100423518427634,Comisión Presidencial Contra la Corrupción,Comisión Presidencial Contra la Corrupción,≤100
104069167998061,Noticias La Reforma S.M.,Jennifer Lopez,≤100
135019416549522,La Hora,La Hora,≤100
281554395331686,República,"Republica GT, S.A.",≤100
