Page ID,Page name,Disclaimer,Amount spent (CZK)
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,4446
2214398435317853,CNN Prima NEWS,FTV Prima,872
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,841
849315472073267,Charita ve světě / Caritas Czech Republic in the world,Charita Česká republika,420
102090718057736,Urban Developers and Investors,"Urban Developers and Investors, s.r.o.",333
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,324
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,323
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,322
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,300
206407509818,Blesk.cz,CZECH NEWS CENTER a. s.,255
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,239
251656685576,KDU-ČSL,KDU-ČSL,220
553405241527947,Kancelář architekta města Brna - KAM Brno,Kancelář architekta města Brna,184
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,167
123858471641,iROZHLAS.cz,Český rozhlas,157
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,153
108726857444837,České zájmy v EU,DFMG,148
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,141
356451014434612,Marian Jurečka,KDU-ČSL,139
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,134
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,131
120461304659141,O2 CZ,O2 Czech republic,130
101429731974678,Piráti Jihomoravský kraj,Pirátská strana - Jihomoravský kraj,124
307710452690539,Starostové a nezávislí - Jihomoravský kraj,Starostové a nezávislí • STAN,120
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,118
137778619615350,Voyo.cz,TV Nova s. r. o.,117
171936526824,EKONOM.cz,"Economia, a.s.",111
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",111
100113408672905,Probinex,Probinex,≤100
100201752249169,Spolu21,Občanská demokratická strana,≤100
52479821102,Týdeník Respekt,Týdeník Respekt,≤100
460558621177512,Zálohujme.cz,Zálohujme,≤100
693725074166331,Naše zdravotnictví,Naše zdravotnictví,≤100
102907672280977,Co bude dál?_________,NFSix.org,≤100
424114981002397,Český rozhlas Plus,Český rozhlas,≤100
258581527631807,PRO ZNOJMO,PRO ZNOJMO,≤100
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,≤100
105410686588,Piráti Brno,Česká pirátská strana - Jihomoravský kraj,≤100
106248149037837,Whether,These ads ran without a disclaimer,≤100
110208494972750,"Eva Rajchmanová, senátorka za Hodonínsko, Kyjovsko a Veselsko",KDU-ČSL,≤100
122904381068079,divadlo Líšeň,Divadlo Líšeň z.s.,≤100
111210916534,Příběhy bezpráví,"Člověk v tísni, o.p.s.",≤100
101288484695293,Evropská soda,DFMG,≤100
482433008501115,Future Landscapes,Tereza Domínová,≤100
103779080972210,Youradio Talk,Youradio Talk,≤100
106940900140,Kafe.cz - pohoda pro ženy,VLTAVA LABE MEDIA a.s.,≤100
178362315106,European Parliament,European Parliament,≤100
149945438407451,Svoboda zvířat,"Svoboda zvířat Plzeň, z.s.",≤100
109664387308142,Poradna pro obce,KVB advokátní kancelář s.r.o.,≤100
1900532106849242,Institut H21,Institute H21,≤100
1558359124403846,Každá plechovka se počítá,Každá plechovka se počítá,≤100
101196659513824,Maluniee,These ads ran without a disclaimer,≤100
416190415243,Fakulta životního prostředí - ČZU v Praze,Fakulta životního prostředí,≤100
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,≤100
284944781875,EURACTIV.cz,EURACTIV.cz,≤100
124152241443,Čmelák - Společnost Přátel Přírody,Čmelák - Společnost přátel přírody,≤100
1824133914469306,Ženy.cz,CZECH NEWS CENTER a. s.,≤100
113743658978459,Meltingpot,Meltingpot,≤100
378827025796132,Peak.cz,Peak.cz,≤100
153384318085064,EUROPEUM Institute for European Policy,EUROPEUM Institute for European Policy,≤100
413476830191,Prague Security Studies Institute,Prague Security Studies Institute,≤100
220814337523,Kurzy.cz,"Kurzy.cz, spol. s r.o.",≤100
545254525495201,Pravý břeh - Institut Petra Fialy,"Pravý břeh, z.s.",≤100
2508000755881727,Štěpán Juránek,Štěpán Juránek,≤100
203833483473,Deník Referendum,Denik Referendum,≤100
100713699374019,Richard Brabec,Richard Brabec,≤100
112503423634725,Josef Bazala,KDU-ČSL,≤100
321762510282,Michal Kučera,Michal Kučera,≤100
201535993705342,Radim Sršeň,Radim Sršeň,≤100
100955509189359,Redakce NF Svědomí národa,Nadační fond Svědomí národa,≤100
124212050978293,Kverulant org,Kverulant org,≤100
1776002445975063,V síti Ivana Langera,RiverSong s.r.o.,≤100
1701718886552103,Moje Evropa,Moje Evropa,≤100
265056436921261,NOVÁ SÍŤ,Nová síť z.s.,≤100
103895482145144,Zdeněk Kettner - SPD,Zdeněk Kettner,≤100
733410133337387,Michaela Šojdrová,Michaela Šojdrová,≤100
90002267161,TOP 09,TOP 09,≤100
226207821151572,Marek Novák - poslanec zlínského kraje,Marek Novák,≤100
317530692148022,Evropa v datech,Evropa v datech,≤100
275042429350706,Tomáš Zdechovský,Tomáš Zdechovský,≤100
343987063337791,CyberBlog,Cyber Security Solutions s.r.o.,≤100
609246842426009,Rekonstrukce státu,Rekonstrukce státu,≤100
505222219639803,Diem25 v České republice,Lubos Tomsa,≤100
1060889564019324,Tomáš Prouza,Commpanions,≤100
209788605791373,Heinrich-Böll-Stiftung Prague,"Heinrich-Böll-Stiftung e.V., kancelář v Praze",≤100
343857975108,AFS Mezikulturní programy - Czech Republic,AFS Mezikulturní programy o.p.s.,≤100
102620981865843,Jana Skopalíková - radní pro životní prostředí a zemědělství,Jana Skopalíková,≤100
106901094332851,Recykluj - nespaluj,Recykluj - nespaluj hys,≤100
176618874475277,Martina Ochodnická - poslankyně z Vysočiny,TOP 09,≤100
164024787880257,Adapterra,Nadace Partnerství,≤100
267806570729225,Národní Noviny,Hrubon Rudolf,≤100
745225392241191,Primagas Česká republika,PRIMAGAS s.r.o.,≤100
362029244271239,Protext ČTK,ČTK,≤100
711658465662315,XTV,XTV,≤100
102844685102730,Olga Richterová - místopředsedkyně Sněmovny,Česká pirátská strana,≤100
108897735292963,Právo Respekt Odbornost - Plzeňský kraj,Daniel Šváb,≤100
155406703122,Arnika,Arnika - Centrum pro podporu občanů,≤100
127191524483600,PNZ Přírodní oleje na dřevo,These ads ran without a disclaimer,≤100
271054846258904,Praha 3,Městská část Praha 3,≤100
104972839082467,Míra Kožúšek - zastupitel ze Semil,Miroslav Kozusek,≤100
567229570370422,Eva Decroix,Decroix Eva,≤100
133030253410089,Jan Šafařík - náměstek hejtmana,Jan Šafařík,≤100
125957534920,Deník Sport,CZECH NEWS CENTER a. s.,≤100
105326115386676,The New Voice of Ukraine,These ads ran without a disclaimer,≤100
103360719348709,Tech Baltic Oil,These ads ran without a disclaimer,≤100
2246107578840730,Vēja enerģijas asociācija,These ads ran without a disclaimer,≤100
139666286225597,Euranet Plus - Official,These ads ran without a disclaimer,≤100
10423517786,Harvard Business Review,These ads ran without a disclaimer,≤100
100488762759295,FOA_Invest,These ads ran without a disclaimer,≤100
147547541961576,Council of the European Union,Council of the European Union,≤100
