Page ID,Page name,Disclaimer,Amount spent (HNL)
114601521910,Jorge Aldana,Jorge  Aldana,125
919092984894463,Partido Salvador de Honduras,Cordelia Ordoñez,≤100
491553204198958,Revistazo.com,Revistazo.com,≤100
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100
104599735671754,Goberna Honduras,Goberna Honduras,≤100
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,≤100
483441215141189,ASJ Honduras,Asociación para una Sociedad más Justa,≤100
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100
2091152541182518,OLACEFS,These ads ran without a disclaimer,≤100
106351952253836,Importaciones Portillo02,These ads ran without a disclaimer,≤100
107329544831360,Commission on Human Rights Region 02,These ads ran without a disclaimer,≤100
19740928752,World Animal Protection,These ads ran without a disclaimer,≤100
94199711897,Hábitat para la Humanidad,These ads ran without a disclaimer,≤100
