Page ID,Page name,Disclaimer,Amount spent (UYU)
105372794744976,Intendencia de Paysandú,Intendencia Departamental de Paysandú,2128
2229936167288652,Juan Sartori,Equipo Juan Sartori,≤100
101576612559854,Encuentro ENFA,Encuentro EnFA,≤100
2101673416799600,El Día UY,El Día UY,≤100
225968600759645,Andrés Lima,Andrés Lima,≤100
100492222711808,Somos Todos Uruguayos,Somos Todos Uruguayos,≤100
284722471859469,Mario Ayala,These ads ran without a disclaimer,≤100
107178538748255,Acción País Salto,Acción País Salto,≤100
530640683655093,President,These ads ran without a disclaimer,≤100
114986235237547,CERES Uruguay,CERES Uruguay,≤100
294017310722101,Senador Dupont,These ads ran without a disclaimer,≤100
