Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
106632705361833,وزارة الداخلية- الجمهورية اليمنية,an advertiser in Yemen,≤100,1
423670114403144,Trending in China,These ads ran without a disclaimer,≤100,5
192879477427518,دار زهران للنشر والتوزيع,These ads ran without a disclaimer,≤100,1
188872144758,CCTV,These ads ran without a disclaimer,≤100,2
109831251935707,خليل المقداد,These ads ran without a disclaimer,≤100,2
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
195799657105195,SEGi University & Colleges,These ads ran without a disclaimer,≤100,2
823788047675556,Call of War,These ads ran without a disclaimer,≤100,2
100654109495322,Neta Auto,These ads ran without a disclaimer,≤100,1
320948257943554,Бостонский Кругозор,These ads ran without a disclaimer,≤100,1
132952406828601,NCS Group,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
351671375760473,The GCCA,These ads ran without a disclaimer,≤100,2
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
