Page ID,Page name,Disclaimer,Amount spent (AED),Number of ads in Library
118465521533899,Mubadala,These ads ran without a disclaimer,1278,1
102217772802527,Bay Area Times,These ads ran without a disclaimer,246,1
115434554083631,albahijdecor,These ads ran without a disclaimer,≤100,1
102561819312452,ajman_real_estate_property,These ads ran without a disclaimer,≤100,1
109176534654871,Kibs.ae,These ads ran without a disclaimer,≤100,1
102635655320437,Number Match - Logic Puzzle Game,These ads ran without a disclaimer,≤100,1
76639050448,Vittorio Beltramelli,These ads ran without a disclaimer,≤100,1
209945362405121,Gaurav Gupta,These ads ran without a disclaimer,≤100,1
100196618962078,Madame Tussauds Dubai,These ads ran without a disclaimer,≤100,1
110177867131162,Ajman Houses,These ads ran without a disclaimer,≤100,1
127932930638411,Adoor Prakash,These ads ran without a disclaimer,≤100,1
175590267993,Al Majalla,These ads ran without a disclaimer,≤100,1
176104589110851,IEEE,These ads ran without a disclaimer,≤100,1
146273324229976,Dreame love story 07,These ads ran without a disclaimer,≤100,1
122798281117740,FRED,These ads ran without a disclaimer,≤100,1
121041277645274,mdmarrace,These ads ran without a disclaimer,≤100,1
245359058938449,Brunel Global,These ads ran without a disclaimer,≤100,1
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100,2
450326391674911,Allianz,These ads ran without a disclaimer,≤100,1
112230245122615,Big Global Travel Media,These ads ran without a disclaimer,≤100,1
118148441279210,Dailyhunt Mena,These ads ran without a disclaimer,≤100,1
346403149252294,MDNAmir,These ads ran without a disclaimer,≤100,1
266406697149857,Intersec KSA,These ads ran without a disclaimer,≤100,1
