Page ID,Page name,Disclaimer,Amount spent (NZD),Number of ads in Library
337477311451,New Zealand Labour Party,NZ Parliamentary Service on behalf of New Zealand Labour Party,6780,17
173912362663564,Electoral Commission NZ,Electoral Commission NZ,1767,14
183355881680015,New Zealand National Party,New Zealand National Party,1514,179
104174354363267,Christopher Luxon,New Zealand National Party,952,12
11870725774,Greenpeace Aotearoa,Greenpeace NZ,889,4
110613705109260,Independent Electoral Review - He Arotake Pōtitanga Motuhake,Independent Electoral Review,548,4
1966234280281774,Brooke van Velden MP,ACT,514,9
371913763842,Te Kāhui Tika Tangata Human Rights Commission,Te Kāhui Tika Tangata Human Rights Commission,453,6
92043134118,ACT,ACT,373,20
103881760966661,Gen Less,Energy Efficiency & Conservation Authority,352,1
120703687692577,Mining Means Progress,Straterra Limited,349,17
106952008971755,Catherine Wedd for Tukituki,Catherine Wedd for Tukituki,348,5
37547788323,UNICEF Aotearoa,UNICEF Aotearoa,330,5
209221986221719,Nicola Willis MP,Nicola Willis MP,281,6
165702023478421,Family First New Zealand,Family First New Zealand,239,1
106157572429609,Cameron Brewer for Upper Harbour,Cameron Brewer for Upper Harbour,237,12
120853907618462,Mahesh Muralidhar for Auckland Central,Mahesh Muralidhar for Auckland Central,233,52
105370978007709,Katie Nimon for Napier,Katie Nimon for Napier,220,3
100278988277160,Simon Watts MP for North Shore,North Shore National Party,204,2
100272638114473,Tim Costley for Ōtaki,Ōtaki National Party,194,6
107777965524870,Frances Hughes for Mana,New Zealand National Party (Mana Electorate),176,8
189782211062735,Environment Canterbury,Environment Canterbury,162,3
102887312771425,Greg Fleming,Greg Fleming for Maungakiekie,161,34
104319172596371,Blair Cameron for Nelson,Blair Cameron,151,12
114961458268104,The Integrity Institute,The Integrity Institute,147,5
116450041373720,Siva Kilari for Manurewa,Manurewa National Party,133,3
106159648977980,Suze Redmayne for Rangitīkei,Suze Redmayne for Rangitikei,133,3
113846130364869,Rima Nakhle for Takanini,Rima Nakhle for Takanini,121,21
74410368422,Mental Health Foundation of New Zealand,Mental Health Foundation,116,6
705422666171288,Chris Bishop,Chris Bishop,105,5
179342172711193,Dan Bidois,Dan Bidois for Northcote,102,1
175954932952,WWF New Zealand,WWF New Zealand,≤100,1
1281262645251755,Hobson's Pledge,Hobson's Pledge,≤100,8
111518076963780,Nicola Grigg MP,New Zealand National Party,≤100,2
105534772373969,NZ News Essentials,NZ News Essentials,≤100,3
112286851853300,Scott Sheeran for Wellington Central,"S Sheeran, 41 Pipitea Street, Wellington",≤100,2
424806334290059,New Zealand Taxpayers' Union,New Zealand Taxpayers' Union,≤100,5
121956660842544,Grant McCallum,New Zealand National Party (Northland Electorate),≤100,10
123375421154267,Duncan Webb Labour MP for Christchurch Central,NZ Parliamentary Service on behalf of Duncan Webb MP,≤100,2
23625700722,Oxfam,Oxfam Aotearoa,≤100,4
100696438234003,Dale Stephens for Christchurch Central,Dale Stephens for Christchurch Central,≤100,1
110909661534199,The Common Room NZ,The Common Room NZ,≤100,1
109325357303193,Sarah Pallett - MP for Ilam,NZ Parliamentary Service on behalf of Sarah Pallett MP,≤100,1
111518076963780,Nicola Grigg MP,Parliamentary Services NZ on behalf of Nicola Grigg MP,≤100,3
100113565101028,Vanushi Walters MP,NZ Parliamentary Service on behalf of Vanushi Walters MP,≤100,4
564453323744421,TOP - The Opportunities Party,TOP - The Opportunities Party,≤100,2
160855903938854,Megan Woods - MP for Wigram,NZ Parliamentary Service on behalf of Megan Woods MP,≤100,3
1294334830681468,Forest & Bird Youth,Forest & Bird,≤100,1
104523225895525,Huihui Mai Greater Christchurch,Greater Christchurch Partnership,≤100,4
346186225761296,Erica Stanford MP,Erica Stanford MP,≤100,2
14590437963,Louise Upston MP,Taupo National Party,≤100,1
196967540964595,Mindful Money,Mindful Money,≤100,1
19648092895,Tearfund New Zealand,Tearfund New Zealand,≤100,7
103021582757731,Ankit Bansal for Palmerston North,Ankit Bansal for Palmerston North,≤100,1
451907931984042,Speak Up For Women NZ,Speak Up For Women NZ,≤100,1
102857559488426,Andrew Hoggard for ACT,ACT,≤100,4
149519831907669,Raf Manji,The Opportunities Party,≤100,2
102500959802535,World Vision New Zealand,World Vision New Zealand,≤100,2
