Page ID,Page name,Disclaimer,Amount spent (BAM),Number of ads in Library
163322863710900,Evropska unija u Bosni i Hercegovini,Ured spec. predstavnika,218,3
102802955817933,Centralna izborna komisija Bosne i Hercegovine,Centralna izborna komisija Bosne i Hercegovine,≤100,4
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100,3
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100,10
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100,10
698016493665070,War Childhood Museum,War Childhood Museum Foundation,≤100,1
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100,4
111544041335161,Antikorupcija info,Antikorupcija info,≤100,8
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100,1
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100,3
111544041335161,Antikorupcija info,Antikorupcija.info,≤100,7
109652028193268,Revizije info,Revizije info,≤100,7
2401351939921390,Raport.ba,Raport Media Group,≤100,2
197596636939679,tacno.net,Tacno.net,≤100,4
147315858633088,Istinomjer,Istinomjer,≤100,4
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100,1
107203148110541,Action Speaks Louder,These ads ran without a disclaimer,≤100,1
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100,4
1494057107558990,Javna rasprava,Javna rasprava,≤100,6
1473390132922451,СДС Угљевик / SDS Ugljevik,Dragan Vasilić,≤100,1
1676047195961611,Impuls,"Udruženje građana ""Impuls""",≤100,1
1607622842896752,interview.ba,Fondacija Infohuse,≤100,2
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
339729126948998,Samo nek' ne puca,Samo nek' ne puca,≤100,1
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100,1
263396107142816,Transparency International Bosna i Hercegovina,Transparency International in BiH,≤100,3
207716982590230,Cipla,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,3
1722520228078847,Female Invest,These ads ran without a disclaimer,≤100,2
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,2
