Page ID,Page name,Disclaimer,Amount spent (MYR),Number of ads in Library
343347583411734,歡樂大東家,These ads ran without a disclaimer,1400,3
474963719253432,Yayasan Ikhlas,Yayasan Ikhlas,1084,2
221159141657466,Newswav,Newswav - Malaysia Latest News,371,30
109567768566893,Dakwah Pedalaman,Portal Mudah,291,3
103627275288286,Lumi News Malaysia,These ads ran without a disclaimer,234,2
155707591143880,Prof. Dr Zainur Rashid Zainuddin,Yayasan Ikhlas,174,2
103164978195601,Fadzli Kamal,Fadzli Bin Mohamad Kamal,136,1
103406462160763,Nat Market,VIDARA SDN BHD,125,8
260612367434680,Lidah Hitam,Mohd Rais Bin Omar,111,4
161460323916642,松大资本集团 Grandpine Capital,These ads ran without a disclaimer,102,4
176159849754763,MCA,MCA,≤100,1
149208308580838,Fuziah Salleh,Keadilan Rakyat,≤100,4
138361272876308,马华公会,马华公会,≤100,1
155677885272,RFI 华语 - 法国国际广播电台,These ads ran without a disclaimer,≤100,1
413417772151030,NH ONLINE,Nor Hamzie Bin Md Hambali,≤100,2
654227084641097,Datuk Dr. Zulkifli Mohamad al-Bakri,Datuk Dr. Zulkifli Mohamad al-Bakri,≤100,1
116228488411898,CIDB Malaysia,Construction Industrial Development Board (CIDB) Malaysia,≤100,3
110130861757738,Sven Property,These ads ran without a disclaimer,≤100,1
100925708389557,Ampang Jaya Deserves Better,Ariv Anaandha Chelvam,≤100,1
877142645638002,Viralcham.com,Viralcham.com,≤100,5
131870563493026,OHBULAN!,OHBULAN!,≤100,1
330750857632133,Che'GuBard Original,Ahmad Anwar Asyraf Bin Ismail,≤100,1
27588322041,BFM Radio - The Business Station,BFM Radio - The Business Station,≤100,3
31373189944,Malaysiakini BM,FG Media Sdn Bhd,≤100,5
159556865294,Nik Nazmi,Nik Nazmi,≤100,5
110108477480629,Jom Cantik - Revlis,Sadiatul Dayana Binti Ahmad Fu'ad,≤100,1
87363369882,Sinar Harian,Sinar Harian,≤100,2
105141445297490,Rahsia Kulit Cantik Glowing,These ads ran without a disclaimer,≤100,1
157791694829873,Manndzri,Manndzri,≤100,4
1772535526329042,Friends Of Selangor,Friends Of Selangor,≤100,3
103627275288286,Lumi News Malaysia,Lumi Global Sdn Bhd,≤100,12
446352142470360,Ustaz Marzuk Shaary,Ahmad Marzuk Bin Shaary,≤100,1
105095057904484,William Leong 梁自坚,Swee Sheun Lee,≤100,1
100569215711534,Sinar Daily,Sinar Daily,≤100,1
104915965762423,Tabung Kompleks Pembangunan IREC,Tabung Kompleks Pembangunan IREC,≤100,3
1467800650111994,Dewan Pemuda PAS Kawasan Kuala Krau,Rafi'uddin Bin Kamaruddin,≤100,1
1176135099088625,Thong Chi Wah - Kepong Commissioner for Oaths,Thong Chi Wah,≤100,1
101053909535188,Đặc Trị Viêm Nhiễn Phụ Khoa,These ads ran without a disclaimer,≤100,9
616858552009228,Zabri Mokhtar,Zabri Bin Mokhtar,≤100,1
511561258941414,Bong Jenn Fonng 黄振峰,Bong Jenn Fonng,≤100,1
226641550769331,Dilmah Conservation,These ads ran without a disclaimer,≤100,1
154574060056739,Warta Rakyat,Warta Rakyat,≤100,1
101867951969603,Unity Movement.My,PERTUBUHAN GERAKAN PERPADUAN SEJAGAT (UNITY MOVEMENT),≤100,1
213511465652713,rentsale.my,rentsale.my,≤100,1
107382207626058,R.Yuneswaran,Yuneswaran A/L Ramaraj,≤100,1
1534279376863760,BK Tan 陈浩坤,These ads ran without a disclaimer,≤100,1
230445633883,Jabatan Penerangan Malaysia,Jabatan Penerangan Malaysia,≤100,3
1893380910908918,Kesavan Subramaniam,Parti Keadilan Rakyat,≤100,1
340011824765,Rodziah Ismail,Parti Keadilan Rakyat,≤100,1
1806878996256128,Shatiri Mansor,Kusyary Bin Che Rus,≤100,1
104503677562115,YB Summugam Rengasamy,Kusyary Bin Che Rus,≤100,1
360318124441619,Zamri Yusuf,Parti Keadilan Rakyat,≤100,1
332368703579842,Syed Ibrahim Syed Noh,Parti Keadilan Rakyat,≤100,1
142523182588387,Dato' Hj Abdul Halim Hussain,Abdul Halim Bin Hussain,≤100,1
1481225741958270,YB Arafat - Pusat Khidmat Rakyat ADUN Hulu Kinta,Parti Keadilan Rakyat,≤100,1
430665967118189,Profesional Istiqamah,These ads ran without a disclaimer,≤100,1
106256777922958,SEA Today News,These ads ran without a disclaimer,≤100,2
571956836171870,Carlo Tedesco Showroom,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
