Page ID,Page name,Disclaimer,Amount spent (QAR),Number of ads in Library
1534982756793690,Foodvisor,These ads ran without a disclaimer,≤100,1
108032181861181,SUNO TV,These ads ran without a disclaimer,≤100,1
151409322217001,Berlin School of Business & Innovation - BSBI,These ads ran without a disclaimer,≤100,2
108129608011565,Singapore Nanjing Eco Hi-tech Island,These ads ran without a disclaimer,≤100,1
1175630379148974,China Xinhua Sci-Tech,These ads ran without a disclaimer,≤100,2
109256524011547,Friends of Palestine,These ads ran without a disclaimer,≤100,1
643647332320553,Orient - أورينت,These ads ran without a disclaimer,≤100,1
102006081505076,luxury_endless,These ads ran without a disclaimer,≤100,1
109113120512808,हरियाणवी STAGE,These ads ran without a disclaimer,≤100,1
524681374250147,Bayt Al Hikmah,These ads ran without a disclaimer,≤100,1
105675589097240,Clean Earth Solar,These ads ran without a disclaimer,≤100,1
1834711490185155,Турецкий язык по скайпу от Анны Боровской,These ads ran without a disclaimer,≤100,1
1881504255432596,Hav Media,These ads ran without a disclaimer,≤100,1
107257035486242,Airspace World - by CANSO,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
821430017924241,Sungrow,These ads ran without a disclaimer,≤100,1
915656035153394,Oceanites,These ads ran without a disclaimer,≤100,1
