Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
160041747501730,MOSSE Abdoulaye,Abdoulaye Mosse,≤100,1
102130954858772,Flexi Gym,These ads ran without a disclaimer,≤100,5
500895353689021,Africa's Business Heroes,These ads ran without a disclaimer,≤100,1
109190121456535,loica_snxllx,These ads ran without a disclaimer,≤100,1
1182128755219778,Japan Forward,These ads ran without a disclaimer,≤100,2
103945325218049,L'Univers de DS,These ads ran without a disclaimer,≤100,1
189232005248268,CTG,These ads ran without a disclaimer,≤100,1
607930365971961,SDLG,These ads ran without a disclaimer,≤100,1
114117578656259,African Business,These ads ran without a disclaimer,≤100,1
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,1
424365041640375,Laetitia Adoukey,These ads ran without a disclaimer,≤100,1
