Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
101090858962676,Mama yuko Kazini,Watanzania,≤100,7
244473822571385,Swahili Times,Swahili Times,≤100,1
924670980889820,ACT Wazalendo,ACT Wazalendo,≤100,4
562471887119419,DHL Africa,These ads ran without a disclaimer,≤100,1
1065631633538453,Physicians Across Continents,These ads ran without a disclaimer,≤100,3
102359362865317,Rose Des Îles,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,2
100280859393198,Jinchuan Group,These ads ran without a disclaimer,≤100,1
1515909005308067,"Discover Nanjing, China",These ads ran without a disclaimer,≤100,1
360408823991223,Ĉina Radio Internacia,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
115649862149219,Francisco Lo Presti,These ads ran without a disclaimer,≤100,1
149290745229517,Online Antisemitism Task Force,These ads ran without a disclaimer,≤100,1
106191587594901,Bowmasters,These ads ran without a disclaimer,≤100,1
112957186910938,Brain Games,These ads ran without a disclaimer,≤100,1
135073411731685,BBBgamers LiveShow,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,1
167878593236712,UNICEF en español,These ads ran without a disclaimer,≤100,1
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
108021868138774,SmartCrafter,These ads ran without a disclaimer,≤100,1
105256979241395,No Country for Old People,These ads ran without a disclaimer,≤100,1
237650313048963,China Admissions,These ads ran without a disclaimer,≤100,1
175519314009317,Emoji Editor,These ads ran without a disclaimer,≤100,1
19549406249,Tata Consultancy Services,These ads ran without a disclaimer,≤100,1
984203991753488,Research Outreach,These ads ran without a disclaimer,≤100,1
124252504303223,UNICEF (FR),These ads ran without a disclaimer,≤100,1
100205160065392,Samar Al.Shamsi,These ads ran without a disclaimer,≤100,1
103018869332378,BantuPage,These ads ran without a disclaimer,≤100,1
118250031227922,YES - Youth Energy Summit,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
261930630540936,Books2Africa UK,These ads ran without a disclaimer,≤100,1
