Page ID,Page name,Disclaimer,Amount spent (BAM),Number of ads in Library
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,138,5
113041725065224,Pravna sigurnost je zakon / Правна сигурност је закон,OHR,≤100,5
111544041335161,Antikorupcija info,Antikorupcija.info,≤100,18
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100,11
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100,8
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100,5
147315858633088,Istinomjer,Istinomjer,≤100,12
104992122558073,Valter.Portal,Valter.Portal,≤100,2
101520789449070,Zaštitimo izvore Mandeka,Zaštitimo izvore Mandeka,≤100,1
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Славенко Ристић - лидер Републичке странке Српске,≤100,1
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100,4
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100,4
1473660889517303,Irfan Čengić,Irfan Čengić,≤100,1
2401351939921390,Raport.ba,Raport Media Group,≤100,1
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100,3
163080080447411,Републичка странка Српске,Републичка странка Српске,≤100,1
105091002492957,GI Uklonimo divlju deponiju u Nedićima,GI Uklonimo divlju deponiju u Nedićima,≤100,1
109652028193268,Revizije info,Revizije info,≤100,7
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100,2
110594625362976,Народни фронт,Народни фронт,≤100,2
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa (CCI),≤100,2
102148841573736,"Udruženje ""Za Doljanku"" Jablanica",Udruženje građana Za Doljanku,≤100,1
1494057107558990,Javna rasprava,Javna rasprava,≤100,7
120481645203741,Dragan Bursać,Dragan Bursać,≤100,1
108553325069489,Zgrada,Zgrada,≤100,2
492401811498573,"Građanska inicijativa ""Jer nas se tiče""","Građanska inicijativa ""Jer nas se tiče""",≤100,2
399785513413851,Naša stranka Novo Sarajevo,Naša stranka Novo Sarajevo,≤100,1
1454304308161318,"Koalicija ""Pod lupom""","Koalicija ""Pod lupom""",≤100,1
110760128594320,Muhamed Hasanović,Muhamed Hasanović,≤100,2
103027944875536,Маја Драгојевић Стојић - Maja Dragojević Stojić,Маја Драгојевић Стојић - Maja Dragojević Stojić,≤100,1
550751965021284,Success Resources,These ads ran without a disclaimer,≤100,1
717865981730224,Belmin Zukan,Belmin Zukan,≤100,1
130467394263248,Dyness,These ads ran without a disclaimer,≤100,1
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100,1
950914521589025,Ilda Alibegović,These ads ran without a disclaimer,≤100,1
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100,1
112858587224498,Presenters Analyzer Tv,These ads ran without a disclaimer,≤100,1
114656384878946,Tockazarez.hr,These ads ran without a disclaimer,≤100,1
450326391674911,Allianz,These ads ran without a disclaimer,≤100,1
