Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
1392592317738074,Jorge Cálix,Jorge Cálix,2259,17
113279288457664,Quintin AMIGO,Quintin AMIGO,1627,3
481781965172466,Aquafinca St Peter Fish,Aquafinca St Peter Fish,1407,4
496839213786593,"Secretaría Nacional de Ciencia, Tecnología e Innovación","Secretaría Nacional de Ciencia, Tecnología e Innovación",1151,7
1619479898324505,Partido Liberal de Honduras,Partido Liberal de Honduras,519,1
113933318391304,Centro Religioso Amores Eternos,These ads ran without a disclaimer,127,1
101099699702332,Únete al movimiento ciudadano,Únete al movimiento ciudadano,≤100,2
106426658467096,VESA Honduras,These ads ran without a disclaimer,≤100,1
483441215141189,ASJ Honduras,Asociación para una Sociedad más Justa,≤100,1
108259318940861,TD_Ln2_Cuidado Cariñoso,These ads ran without a disclaimer,≤100,1
106375945766381,Los amo a todos.KK,These ads ran without a disclaimer,≤100,1
1027626217435226,Richouses,These ads ran without a disclaimer,≤100,1
1096538887134446,Reuters Plus,These ads ran without a disclaimer,≤100,1
